CustomerID,Gender,Senior Citizen,Partner,Dependents,Country,State,City,Zip Code,Latitude,Longitude,Tenure Months,Contract
1009-IRMNA,Female,No,No,No,United States,California,Port Hueneme,93041,34.110124,-119.100972,7,Month-to-month
4554-YGZIH,Male,Yes,Yes,No,United States,California,Summerland,93067,34.420998,-119.60137,49,Month-to-month
5099-BAILX,Male,Yes,Yes,No,United States,California,Santa Barbara,93101,34.419203,-119.710008,43,Month-to-month
7207-RMRDB,Female,No,Yes,No,United States,California,Santa Barbara,93110,34.437945,-119.77191,65,Month-to-month
4913-EHYUI,Male,Yes,Yes,No,United States,California,Alpaugh,93201,35.869626,-119.498771,56,One year
0195-IESCP,Male,No,Yes,No,United States,California,Armona,93202,36.315979,-119.710852,10,Month-to-month
4580-TMHJU,Female,No,Yes,No,United States,California,Avenal,93204,35.916943,-120.129921,43,Month-to-month
0970-ETWGE,Male,No,No,No,United States,California,Bodfish,93205,35.523991,-118.400432,1,Month-to-month
1626-ERCMM,Male,Yes,Yes,No,United States,California,Camp Nelson,93208,36.057458,-118.591951,20,Month-to-month
0887-HJGAR,Male,No,No,No,United States,California,Coalinga,93210,36.186867,-120.387793,1,Month-to-month
5644-PDMZC,Female,Yes,No,No,United States,California,Delano,93215,35.772244,-119.209689,2,Month-to-month
9576-ANLXO,Female,No,No,No,United States,California,Earlimart,93219,35.858054,-119.305858,3,Month-to-month
2024-BASKD,Female,No,No,No,United States,California,Exeter,93221,36.301689,-119.018233,1,Month-to-month
4160-AMJTL,Female,Yes,No,No,United States,California,Fellows,93224,35.215731,-119.57013,8,Month-to-month
4464-JCOLN,Male,No,Yes,No,United States,California,Huron,93234,36.217864,-120.080117,2,One year
5650-VDUDS,Female,No,No,No,United States,California,Kernville,93238,35.852892,-118.397782,4,Month-to-month
7538-GWHML,Female,No,No,No,United States,California,Lemon Cove,93244,36.462671,-118.997291,2,Month-to-month
3859-CVCET,Female,No,No,No,United States,California,Lindsay,93247,36.205465,-119.085807,4,Month-to-month
3276-HDUEG,Female,No,No,No,United States,California,Maricopa,93252,34.737031,-119.460557,1,Month-to-month
0823-HSCDJ,Male,Yes,No,No,United States,California,Onyx,93255,35.676978,-118.101378,52,Month-to-month
0822-GAVAP,Female,No,No,No,United States,California,Posey,93260,35.861928,-118.636698,2,Month-to-month
1448-PWKYE,Male,No,Yes,No,United States,California,Shafter,93263,35.490705,-119.286833,1,Month-to-month
0067-DKWBL,Male,Yes,No,No,United States,California,Tipton,93272,36.047414,-119.344304,2,Month-to-month
2276-YDAVZ,Female,No,No,No,United States,California,Wofford Heights,93285,35.690535,-118.552784,3,Month-to-month
5896-NPFWW,Male,No,Yes,No,United States,California,Visalia,93292,36.37559,-119.211689,3,Month-to-month
7133-VBDCG,Female,No,No,No,United States,California,Bakersfield,93311,35.16207,-119.194488,25,Month-to-month
1029-QFBEN,Male,No,No,No,United States,California,San Luis Obispo,93405,35.236549,-120.727344,1,Month-to-month
4952-YSOGZ,Female,No,Yes,No,United States,California,Lompoc,93436,34.601055,-120.382917,4,Month-to-month
1589-AGTLK,Male,No,No,No,United States,California,Lompoc,93437,34.757477,-120.550507,3,Month-to-month
5244-IRFIH,Male,Yes,Yes,No,United States,California,Los Alamos,93440,34.758699,-120.275839,33,Month-to-month
2684-EIWEO,Female,Yes,No,No,United States,California,Oceano,93445,35.059695,-120.604741,30,Month-to-month
6439-GTPCA,Female,No,No,No,United States,California,Pismo Beach,93449,35.165668,-120.655842,45,Month-to-month
5138-WVKYJ,Male,No,No,No,United States,California,Mojave,93501,35.097323,-118.171288,10,Month-to-month
6683-VLCTZ,Male,Yes,No,No,United States,California,Johannesburg,93528,35.363339,-117.637641,20,Month-to-month
2189-WWOEW,Female,No,No,No,United States,California,Keene,93531,35.214982,-118.59049,15,Month-to-month
1894-IGFSG,Female,No,No,No,United States,California,Lancaster,93535,34.712708,-117.889656,22,Month-to-month
7379-POKDZ,Male,No,Yes,No,United States,California,Lancaster,93536,34.741406,-118.38111,3,Month-to-month
0236-HFWSV,Male,No,No,No,United States,California,Palmdale,93552,34.557711,-118.029441,15,Month-to-month
3900-AQPHZ,Female,No,No,No,United States,California,Pearblossom,93553,34.445239,-117.894868,1,Month-to-month
5842-POCOP,Female,No,Yes,No,United States,California,Randsburg,93554,35.405722,-117.773354,5,Month-to-month
2037-XJFUP,Male,No,Yes,No,United States,California,Ridgecrest,93555,35.603913,-117.67828,33,One year
7314-OXENN,Male,No,No,No,United States,California,Trona,93562,35.74837,-117.384948,2,Month-to-month
0322-CHQRU,Male,No,No,No,United States,California,Palmdale,93591,34.598221,-117.79593,2,Month-to-month
4678-DVQEO,Female,No,No,No,United States,California,Bass Lake,93604,37.458367,-119.345011,1,Month-to-month
0691-IFBQW,Female,Yes,No,No,United States,California,Biola,93606,36.798882,-120.019511,46,One year
3009-JWMPU,Male,No,No,No,United States,California,Five Points,93624,36.397745,-120.119911,62,One year
1450-GALXR,Female,No,No,No,United States,California,Friant,93626,37.027663,-119.69056,10,Month-to-month
3138-BKYAV,Male,No,No,No,United States,California,Kerman,93630,36.727418,-120.123526,6,Month-to-month
4289-DTDKW,Male,No,Yes,No,United States,California,Madera,93637,36.902954,-120.194274,40,Month-to-month
1820-TQVEV,Male,No,No,No,United States,California,Madera,93638,37.004068,-119.930027,1,Month-to-month
2239-JALAW,Male,No,No,No,United States,California,Mendota,93640,36.687292,-120.437354,58,One year
4853-RULSV,Male,No,No,No,United States,California,Miramonte,93641,36.696759,-119.024051,70,Two year
6275-YDUVO,Female,No,No,No,United States,California,Orosi,93647,36.600185,-119.175655,2,Month-to-month
0115-TFERT,Male,No,Yes,No,United States,California,Fresno,93650,36.841655,-119.797113,21,Month-to-month
2311-QYMUQ,Female,No,Yes,No,United States,California,San Joaquin,93660,36.600193,-120.153393,16,Month-to-month
3643-AHCFP,Male,Yes,Yes,No,United States,California,Selma,93662,36.545322,-119.642281,7,Month-to-month
3104-OWCGK,Male,No,Yes,No,United States,California,South Dos Palos,93665,36.959731,-120.653519,60,One year
9101-BWFSS,Female,No,Yes,No,United States,California,Tollhouse,93667,36.993666,-119.348267,50,One year
9231-ZJYAM,Female,Yes,No,No,United States,California,Squaw Valley,93675,36.719141,-119.202677,4,Month-to-month
6982-SSHFK,Male,No,No,No,United States,California,Fresno,93703,36.768774,-119.762633,1,Month-to-month
0727-BMPLR,Female,Yes,No,No,United States,California,Fresno,93706,36.654614,-119.903674,55,One year
1038-ZAGBI,Female,No,Yes,No,United States,California,Fresno,93711,36.833002,-119.82947,12,One year
3027-ZTDHO,Male,No,No,No,United States,California,Fresno,93721,36.732694,-119.783786,1,Month-to-month
2382-BCKQJ,Female,No,No,No,United States,California,Big Sur,93920,36.092975,-121.549826,62,One year
2207-NHRJK,Male,No,No,No,United States,California,Carmel,93923,36.460611,-121.852507,1,Month-to-month
0947-MUGVO,Male,Yes,Yes,No,United States,California,Jolon,93928,35.930782,-121.189757,20,Month-to-month
9944-HKVVB,Female,No,No,No,United States,California,King City,93930,36.220761,-120.980777,3,Month-to-month
4124-MMETB,Male,No,No,No,United States,California,Lockwood,93932,35.989792,-121.055933,22,Month-to-month
3671-SHRSP,Male,No,Yes,No,United States,California,Marina,93933,36.689582,-121.758398,4,Month-to-month
3313-QKNKB,Male,No,Yes,No,United States,California,Pebble Beach,93953,36.587497,-121.944815,59,One year
5073-WXOYN,Female,No,No,No,United States,California,Belmont,94002,37.509366,-122.306132,60,Month-to-month
0207-MDKNV,Female,No,No,No,United States,California,Daly City,94014,37.691561,-122.445202,15,Month-to-month
9851-KIELU,Male,No,No,No,United States,California,Loma Mar,94021,37.266388,-122.26308,10,Month-to-month
3908-BLSYF,Female,No,No,No,United States,California,Los Altos,94024,37.352911,-122.093002,6,Month-to-month
7549-MYGPK,Female,No,Yes,No,United States,California,Mountain View,94040,37.380662,-122.086022,63,Month-to-month
3804-RVTGV,Male,No,Yes,No,United States,California,Mountain View,94043,37.419725,-122.062947,50,Month-to-month
9227-LUNBG,Female,No,No,No,United States,California,Pescadero,94060,37.22565,-122.297533,1,Month-to-month
4315-MURBD,Female,No,No,No,United States,California,San Bruno,94066,37.624436,-122.430661,12,Month-to-month
9734-YWGEX,Female,No,No,No,United States,California,South San Francisco,94080,37.654436,-122.426468,9,Month-to-month
2719-BDAQO,Male,No,No,No,United States,California,Sunnyvale,94086,37.378541,-122.020456,17,Month-to-month
0781-LKXBR,Male,Yes,No,No,United States,California,San Francisco,94102,37.7795,-122.419233,9,Month-to-month
1907-UBQFC,Male,Yes,No,No,United States,California,San Francisco,94108,37.791998,-122.408653,10,Month-to-month
6513-EECDB,Male,Yes,Yes,No,United States,California,San Francisco,94114,37.758085,-122.434801,1,Month-to-month
7074-IEVOJ,Female,Yes,No,No,United States,California,San Francisco,94130,37.820894,-122.369725,3,Month-to-month
9625-QSTYE,Female,No,No,No,United States,California,San Francisco,94131,37.746699,-122.442833,13,Month-to-month
4750-ZRXIU,Female,Yes,No,No,United States,California,Palo Alto,94304,37.386978,-122.177746,4,Month-to-month
6400-BWQKW,Female,No,No,No,United States,California,San Mateo,94402,37.556634,-122.317723,6,Month-to-month
6680-WKXRZ,Female,No,No,No,United States,California,Antioch,94509,37.980057,-121.801599,3,Month-to-month
7028-DVOIQ,Male,Yes,No,No,United States,California,Birds Landing,94512,38.140719,-121.838298,35,Month-to-month
4208-UFFGW,Male,Yes,No,No,United States,California,Byron,94514,37.83323,-121.601461,2,Month-to-month
9448-REEVD,Male,No,Yes,No,United States,California,Concord,94520,38.013825,-122.039144,1,Month-to-month
9117-SHLZX,Male,No,No,No,United States,California,Fremont,94538,37.505768,-121.962472,1,Month-to-month
9889-TMAHG,Male,Yes,No,No,United States,California,Fremont,94539,37.516791,-121.899117,8,Month-to-month
4541-RMRLG,Male,No,No,No,United States,California,Hayward,94541,37.674002,-122.076796,7,Month-to-month
3158-MOERK,Female,No,No,No,United States,California,Hayward,94545,37.62984,-122.120843,2,Month-to-month
7294-TMAOP,Female,No,No,No,United States,California,Castro Valley,94546,37.708327,-122.083473,1,Month-to-month
8919-FYFQZ,Male,Yes,Yes,No,United States,California,Livermore,94550,37.571748,-121.659562,44,Month-to-month
2834-JRTUA,Male,No,No,No,United States,California,Martinez,94553,38.014457,-122.115432,71,Two year
5875-YPQFJ,Male,No,No,No,United States,California,Fremont,94555,37.555473,-122.080312,1,Month-to-month
6646-QVXLR,Male,Yes,Yes,No,United States,California,Napa,94558,38.489789,-122.27011,62,One year
8603-IJWDN,Male,No,No,No,United States,California,Pinole,94564,37.996462,-122.293716,1,Month-to-month
9369-XFEHK,Female,Yes,Yes,No,United States,California,Pleasanton,94566,37.633361,-121.862395,33,Month-to-month
3842-IYKUE,Female,No,No,No,United States,California,San Leandro,94579,37.687264,-122.15728,35,Month-to-month
6641-XRPSU,Female,No,No,No,United States,California,San Lorenzo,94580,37.676249,-122.132415,34,Month-to-month
1374-DMZUI,Female,Yes,No,No,United States,California,San Ramon,94583,37.766556,-121.976784,4,Month-to-month
8357-EQXFO,Female,No,No,No,United States,California,Union City,94587,37.59485,-122.051521,7,Month-to-month
1989-PRJHP,Male,Yes,Yes,No,United States,California,Pleasanton,94588,37.685052,-121.912061,27,Month-to-month
9524-EGPJC,Female,No,No,No,United States,California,Walnut Creek,94595,37.862128,-122.075197,18,Month-to-month
6993-OHLXR,Female,No,No,No,United States,California,Walnut Creek,94596,37.900662,-122.052782,2,Month-to-month
8818-XYFCQ,Male,No,Yes,No,United States,California,Walnut Creek,94598,37.916648,-122.008483,32,Month-to-month
